Id,count
1,9.78769665608446
2,4.74599499175418
3,2.58173797415828
4,1.33722166904035
5,1.44955386467093
6,6.02660356724625
7,29.3540301098375
8,93.4078841321176
9,180.432619471056
10,112.625425268425
11,51.6201184155935
12,54.9954780783152
13,72.9316925997131
14,66.591928754409
15,62.9452146231957
16,66.5523936899718
17,83.5513342819521
18,150.211947708305
19,133.309324392811
20,100.500021810815
21,69.18224051804
22,54.3769264692708
23,31.7950323745828
24,19.569652787388
25,11.6664725950757
26,6.22255302621387
27,3.00740116777559
28,0.331242750129485
29,1.26129118141282
30,4.00292520957811
31,27.5160397785664
32,78.6423757944986
33,159.421015216042
34,94.9795429621208
35,44.710644413408
36,54.3877010740431
37,60.138543291084
38,54.1437540404782
39,53.9018500593811
40,60.7032072423078
41,78.8677805499389
42,128.365325290399
43,110.484098842468
44,73.2841118406676
45,53.1539321876197
46,36.4328201946399
47,28.7914673240479
48,21.6638667902384
49,22.9013726465369
50,16.846962307564
51,11.1480398274698
52,4.99176461080713
53,1.19633096549043
54,2.62466909330565
55,8.48157600583099
56,23.0496620619964
57,36.9554678646806
58,55.8053714985705
59,64.4280846580059
60,75.4956974731897
61,79.344446638973
62,76.6701392123237
63,79.2062238663846
64,79.0112190117033
65,73.561695572283
66,59.2369046302636
67,46.6373644237038
68,36.1545262840972
69,28.3935625674565
70,21.7707341582319
71,19.9143505512893
72,20.8527806560505
73,17.8161628146905
74,8.46743079144931
75,5.5675000189839
76,0.916985757616461
77,1.20027979176659
78,4.60543823460339
79,12.5746311726211
80,27.9982343977619
81,53.9225355565722
82,67.8064829770867
83,77.7078332424065
84,76.8663070066051
85,76.4022393802132
86,77.2790523792421
87,73.2375826667693
88,60.9114564267167
89,53.0686685752951
90,40.1768299814668
91,30.5246839035297
92,23.1305538527856
93,15.0758170056486
94,10.0449756440544
95,7.78078191627501
96,3.25005818509962
97,0.635108077326264
98,0.889807377853764
99,4.95734300155623
100,24.3720108457507
101,76.2752684835027
102,150.531125663561
103,88.0443703280968
104,41.2517858565558
105,41.3625794061992
106,49.3824993136523
107,49.7520920076393
108,46.1293399847289
109,54.0094210947731
110,68.0501959290239
111,122.576534393187
112,114.693463524973
113,82.1150753121573
114,58.5844263765088
115,39.9116869884295
116,25.4865442242445
117,15.2481588824239
118,5.91193887970589
119,2.69416955626249
120,1.3121347770147
121,1.21564194915256
122,5.48887268739375
123,26.805800920834
124,89.2196142840888
125,165.503839259011
126,105.336573693814
127,49.9112656689489
128,52.0602424195364
129,61.1838897342971
130,58.1869661441478
131,64.7562713071958
132,68.1083012963832
133,89.0415580930568
134,184.3252109481
135,146.421265353017
136,95.8381897854956
137,75.2090240311604
138,56.4103056047216
