Id,count
1,8.91722257393046
2,5.31462171412814
3,2.7444016682672
4,1.33202578437453
5,1.28785083498352
6,5.25116051520585
7,28.3333347774905
8,82.679644689226
9,182.422630395744
10,108.430078974433
11,53.1508077422939
12,57.8988682985175
13,72.8560423275404
14,69.0928776428118
15,68.4793937788153
16,73.0267262275824
17,93.5033688232988
18,162.440092118123
19,145.008730809129
20,106.442948112403
21,74.2089724497752
22,53.068230283917
23,33.8128344227072
24,19.6358970995588
25,10.3057863930973
26,5.35598383641364
27,3.51169582662048
28,0.742754262321076
29,1.34264317714157
30,3.39504779507318
31,26.7551585522209
32,72.200615596415
33,158.261739829634
34,95.2440258215936
35,44.8479176263101
36,52.5377989092734
37,55.1438901317801
38,50.9233226753353
39,52.0218113297489
40,54.6983159967628
41,76.0136880832869
42,116.437058676857
43,102.025239596584
44,71.7013032035762
45,52.2651076972157
46,37.0527726915863
47,28.7693714862313
48,23.1312902700848
49,22.3731285381358
50,15.1396363787817
51,10.3237068504834
52,4.05697956685495
53,0.815994074191084
54,2.80489521491922
55,8.00679212612652
56,22.272842674896
57,37.9406357520662
58,59.279976090155
59,69.4964129663087
60,72.7167836872537
61,85.4691623379719
62,78.6354264084301
63,87.710965884804
64,80.3622944845978
65,76.2216736458893
66,57.5644562556609
67,42.6012338479182
68,36.8935037239481
69,27.6131140697031
70,24.6156659840602
71,19.4502551158447
72,23.526536862855
73,20.7695413794831
74,10.2382052093496
75,6.46600286400839
76,1.3306782950116
77,1.76683813882559
78,4.50746539807605
79,13.0683161869203
80,28.0830235044895
81,55.5210768009038
82,72.3322899749164
83,76.3886583307205
84,80.2985379245616
85,79.9362250120928
86,81.4794374183062
87,75.6011127024895
88,64.6903020751757
89,54.0061686044627
90,40.7674038192398
91,31.6279230499844
92,25.7739928861358
93,18.1130301973139
94,11.7443046344736
95,8.56662535380721
96,3.90843901973246
97,0.579903429669429
98,0.774331625236898
99,4.86817129786385
100,27.8670538370267
101,73.9307297260786
102,151.036962962855
103,91.0877817342553
104,41.8745176230225
105,42.3368534203627
106,49.6479554093644
107,48.3357503402672
